"PermitNumber","PermitteeName","PermitTypeID","PermitIssueDateFrom","IssuedWorkStartDate","IssuedWorkEndDate","PermitHouseNumber","OnStreetName","FromStreetName","ToStreetName","RoadWayType","SideWalkType","Status","BoroughName","SpecificLocation","CraneType","EquipmentType",
"B022019200B54","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:14:55 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    7 STREET","BRIGHTON    7 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","Maintain Fence",
"B022019200B53","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:14:55 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    7 STREET","BRIGHTON    7 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","Jersey Barrier",
"X022019200B01","GIANFIA CORP.","'0201","7/19/2019 1:14:54 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X012019200B47","GIANFIA CORP.","'0158P","7/19/2019 1:14:54 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","TAYLOR AVENUE","ARCHER STREET","CROSS BRONX EXPRESSWAY","","","ACTIVE","BRONX","","","",
"B022019200B52","AMCON CONTRACTING CORP.","'0215","7/19/2019 1:14:54 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    7 STREET","BRIGHTON    7 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","",
"X012019200B46","GIANFIA CORP.","'0100P","7/19/2019 1:14:53 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","NEWBOLD AVENUE","PUGSLEY AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X012019200B45","GIANFIA CORP.","'0100","7/19/2019 1:14:53 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","COMMONWEALTH AVENUE","ROSEDALE AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"B022019200B51","AMCON CONTRACTING CORP.","'0214","7/19/2019 1:14:53 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    7 STREET","BRIGHTON    7 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B50","AMCON CONTRACTING CORP.","'0211","7/19/2019 1:14:53 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    7 STREET","BRIGHTON    7 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","",
"X022019200B00","GIANFIA CORP.","'0204","7/19/2019 1:14:52 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Installation Of Bus Pads",
"X022019200A99","GIANFIA CORP.","'0204","7/19/2019 1:14:52 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","catch basin",
"B022019200B49","AMCON CONTRACTING CORP.","'0201","7/19/2019 1:14:52 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    7 STREET","BRIGHTON    7 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","",
"X022019200A98","GIANFIA CORP.","'0204","7/19/2019 1:14:51 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Barricade",
"X022019200A97","GIANFIA CORP.","'0204","7/19/2019 1:14:50 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Excavator",
"X022019200A96","GIANFIA CORP.","'0204","7/19/2019 1:14:50 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Compressor",
"X022019200A95","GIANFIA CORP.","'0204","7/19/2019 1:14:49 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Backhoe",
"X022019200A94","GIANFIA CORP.","'0221","7/19/2019 1:14:49 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200A93","GIANFIA CORP.","'0202","7/19/2019 1:14:49 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200A92","GIANFIA CORP.","'0201","7/19/2019 1:14:48 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X012019200B44","GIANFIA CORP.","'0158P","7/19/2019 1:14:48 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","CROSS BRONX EP SB EN ELLIS AV","NEWBOLD AVENUE","","","ACTIVE","BRONX","","","",
"X022019200A91","GIANFIA CORP.","'0201","7/19/2019 1:14:47 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","EAST  174 STREET","TAYLOR AVENUE","","","ACTIVE","BRONX","","","",
"X012019200B43","GIANFIA CORP.","'0100","7/19/2019 1:14:47 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","BEACH AVENUE","EAST  174 STREET","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200A90","GIANFIA CORP.","'0204","7/19/2019 1:14:46 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","catch basin",
"X012019200B42","GIANFIA CORP.","'0158","7/19/2019 1:14:46 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","NEWBOLD AVENUE","CROSS BRONX EXPRESSWAY","OLMSTEAD AVENUE","","","ACTIVE","BRONX","","","",
"X022019200A89","GIANFIA CORP.","'0204","7/19/2019 1:14:45 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Barricade",
"X022019200A88","GIANFIA CORP.","'0204","7/19/2019 1:14:44 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Installation Of Bus Pads",
"X022019200A87","GIANFIA CORP.","'0204","7/19/2019 1:14:44 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Excavator",
"X022019200A86","GIANFIA CORP.","'0204","7/19/2019 1:14:43 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Compressor",
"X022019200A85","GIANFIA CORP.","'0204","7/19/2019 1:14:43 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Backhoe",
"X022019200A84","GIANFIA CORP.","'0221","7/19/2019 1:14:42 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200A83","GIANFIA CORP.","'0202","7/19/2019 1:14:42 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200A82","GIANFIA CORP.","'0201","7/19/2019 1:14:41 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X012019200B41","GIANFIA CORP.","'0158","7/19/2019 1:14:41 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","HAVILAND AVENUE","CROSS BRONX EXPRESSWAY","HAVEMEYER AVENUE","","","ACTIVE","BRONX","","","",
"X022019200A81","GIANFIA CORP.","'0204","7/19/2019 1:14:40 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Installation Of Bus Pads",
"X012019200B40","GIANFIA CORP.","'0100","7/19/2019 1:14:40 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","ELLIS AVENUE","NEWBOLD AVENUE","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200A80","GIANFIA CORP.","'0204","7/19/2019 1:14:39 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","catch basin",
"X022019200A79","GIANFIA CORP.","'0204","7/19/2019 1:14:39 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Barricade",
"X022019200A78","GIANFIA CORP.","'0204","7/19/2019 1:14:38 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Excavator",
"X022019200A77","GIANFIA CORP.","'0204","7/19/2019 1:14:38 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Compressor",
"X022019200A76","GIANFIA CORP.","'0204","7/19/2019 1:14:37 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","Backhoe",
"X022019200A75","GIANFIA CORP.","'0221","7/19/2019 1:14:37 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200A74","GIANFIA CORP.","'0202","7/19/2019 1:14:36 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X022019200A73","GIANFIA CORP.","'0201","7/19/2019 1:14:36 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"X012019200B39","GIANFIA CORP.","'0158P","7/19/2019 1:14:35 PM","7/20/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","","","",
"X012019200B38","GIANFIA CORP.","'0100P","7/19/2019 1:14:35 PM","7/21/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","CROSS BRONX EXPRESSWAY","HAVILAND AVENUE","PEDESTRIAN OVERPASS","","","ACTIVE","BRONX","Main Street (Flushing- Jamaica-Bronx) Select Bus Service Project ID hwq100fjm ","","",
"Q162019200A76","CINELLI CARTING  CO., INC.","'1600","7/19/2019 1:14:34 PM","7/21/2019 12:00:00 AM","7/25/2019 11:59:59 PM","'","  35 STREET","BRADLEY AVENUE","GALE AVENUE","","","ACTIVE","QUEENS","","","",
"M012019200B14","CONSOLIDATED EDISON","'0135P","7/19/2019 1:13:46 PM","7/30/2019 12:00:00 AM","8/28/2019 11:59:59 PM","'","   6 AVENUE","WEST   12 STREET","WEST   13 STREET","","","ACTIVE","MANHATTAN","3'8&quot; E/W/C AVENUE C 113' S/S/C EAST 3 STREET  ","","",
"B012019200B15","CONSOLIDATED EDISON","'0173","7/19/2019 1:13:27 PM","7/19/2019 1:13:27 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","BOERUM PLACE","COURT STREET","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"B012019194A01","NYC DEPT OF ENVIRONMENTAL PROTECTION","'0113P","7/19/2019 1:13:21 PM","7/13/2019 10:29:54 PM","8/11/2019 11:59:59 PM","'","   9 AVENUE","  39 STREET","","","","ACTIVE","BROOKLYN","street","","",
"M022019200B41","MANHATTAN CONSTRUCTION & RENOVATIONS LLC","'0211","7/19/2019 1:12:43 PM","7/19/2019 1:12:43 PM","10/7/2019 11:59:59 PM","'","WEST   35 STREET","   5 AVENUE","   6 AVENUE","","","ACTIVE","MANHATTAN","","","",
"M022019200B40","MANHATTAN CONSTRUCTION & RENOVATIONS LLC","'0202","7/19/2019 1:12:42 PM","7/19/2019 1:12:42 PM","10/7/2019 11:59:59 PM","'","WEST   35 STREET","   5 AVENUE","   6 AVENUE","","","ACTIVE","MANHATTAN","","","",
"B012019200B14","CONSOLIDATED EDISON","'0173","7/19/2019 1:12:02 PM","7/19/2019 1:12:02 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","HENRY STREET","","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"B012019200B13","CONSOLIDATED EDISON","'0173","7/19/2019 1:12:01 PM","7/19/2019 1:12:01 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","CLINTON STREET","HENRY STREET","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"M012019200B13","EMPIRE CITY SUBWAY COMPANY (LIMITED)","'0124","7/19/2019 1:10:43 PM","7/19/2019 1:10:42 PM","7/21/2019 1:10:42 PM","'","BROADWAY","BROOME STREET","SPRING STREET","","","ACTIVE","MANHATTAN","","","",
"M012019200B12","CONSOLIDATED EDISON","'0135P","7/19/2019 1:07:59 PM","7/27/2019 12:00:00 AM","8/25/2019 11:59:59 PM","'","EAST   12 STREET","AVENUE A","AVENUE B","","","ACTIVE","MANHATTAN","320' E/E/C AVE A &amp; 4' S/N/C EAST 12 ST ","","",
"S162019200A20","ZAIM CONTRACTOR CORP.","'1600","7/19/2019 1:06:51 PM","7/21/2019 12:00:00 AM","7/25/2019 11:59:59 PM","'","SHELDON AVENUE","DESERRE AVENUE","ELLSWORTH AVENUE","","","ACTIVE","STATEN ISLAND","","","",
"B012019200B12","CONSOLIDATED EDISON","'0173","7/19/2019 1:06:50 PM","7/19/2019 1:06:50 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","CLINTON STREET","","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"B012019200B11","CONSOLIDATED EDISON","'0173","7/19/2019 1:06:49 PM","7/19/2019 1:06:49 PM","8/14/2019 11:59:59 PM","'","ATLANTIC AVENUE","CLINTON STREET","COURT STREET","","","ACTIVE","BROOKLYN","ATLANTIC AVE MILL &amp; PAVE REGRADE ","","",
"B022019200B48","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:06:37 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  67 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","Concrete Barricade",
"B022019200B47","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:06:36 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  67 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","Maintain Fence",
"B022019200B46","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:06:36 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  67 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","Jersey Barrier",
"B022019200B45","AMCON CONTRACTING CORP.","'0215","7/19/2019 1:06:35 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  67 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B44","AMCON CONTRACTING CORP.","'0214","7/19/2019 1:06:35 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  67 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B43","AMCON CONTRACTING CORP.","'0211","7/19/2019 1:06:34 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  67 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B42","AMCON CONTRACTING CORP.","'0201","7/19/2019 1:06:34 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  67 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","",
"Q022019200A67","AARCO ENVIRONMENTAL SERVICES CORP.","'0214","7/19/2019 1:05:39 PM","7/19/2019 1:05:39 PM","8/31/2019 11:59:59 PM","'"," 230 STREET"," 139 AVENUE"," 141 AVENUE","","","ACTIVE","QUEENS","181Q ","","",
"B022019200B41","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:04:29 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  68 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","Concrete Barricade",
"B022019200B40","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:04:29 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  68 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","Maintain Fence",
"B022019200B39","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:04:29 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  68 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","Jersey Barrier",
"B022019200B38","AMCON CONTRACTING CORP.","'0215","7/19/2019 1:04:28 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  68 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B37","AMCON CONTRACTING CORP.","'0214","7/19/2019 1:04:27 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  68 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B36","AMCON CONTRACTING CORP.","'0211","7/19/2019 1:04:27 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  68 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B35","AMCON CONTRACTING CORP.","'0201","7/19/2019 1:04:26 PM","8/1/2019 12:00:00 AM","10/9/2019 11:59:59 PM","'","  68 STREET","  20 AVENUE","  21 AVENUE","","","ACTIVE","BROOKLYN","","","",
"M012019200B11","CONSOLIDATED EDISON","'0135P","7/19/2019 1:04:23 PM","7/30/2019 12:00:00 AM","8/28/2019 11:59:59 PM","'","AVENUE D","EAST    3 STREET","EAST    4 STREET","","","ACTIVE","MANHATTAN","28' SNC of E4 and 2' EWC of Ave D ","","",
"B022019200B34","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:03:33 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    6 STREET","BRIGHTON    5 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","Maintain Fence",
"B022019200B33","AMCON CONTRACTING CORP.","'0204","7/19/2019 1:03:32 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    6 STREET","BRIGHTON    5 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","Jersey Barrier",
"B022019200B32","AMCON CONTRACTING CORP.","'0215","7/19/2019 1:03:31 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    6 STREET","BRIGHTON    5 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B31","AMCON CONTRACTING CORP.","'0214","7/19/2019 1:03:30 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    6 STREET","BRIGHTON    5 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B30","AMCON CONTRACTING CORP.","'0211","7/19/2019 1:03:29 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    6 STREET","BRIGHTON    5 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019200B29","AMCON CONTRACTING CORP.","'0201","7/19/2019 1:03:25 PM","8/4/2019 12:00:00 AM","9/24/2019 11:59:59 PM","'","BRIGHTON    6 STREET","BRIGHTON    5 LANE","OCEAN VIEW AVENUE","","","ACTIVE","BROOKLYN","","","",
"X042019200A13","BLUE SEA CONSTRUCTION CO. LLC","'0401","7/19/2019 1:02:47 PM","7/19/2019 1:02:47 PM","8/16/2019 11:59:59 PM","'","FOX STREET","EAST  169 STREET","HOME STREET","","","ACTIVE","BRONX","","","",
"Q012019200D12","GIANFIA CORP.","'0160","7/19/2019 1:02:17 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","HORACE HARDING EXPRESSWAY"," 190 STREET"," 194 STREET","","","ACTIVE","QUEENS","SW1, SE4 ","","",
"Q012019200D11","GIANFIA CORP.","'0160P","7/19/2019 1:02:16 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 190 STREET","HORACE HARDING EXPRESSWAY","","","","ACTIVE","QUEENS","SW1, SE4 ","","",
"Q012019200D10","GIANFIA CORP.","'0160P","7/19/2019 1:02:15 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 144 AVENUE"," 184 STREET","","","","ACTIVE","QUEENS","NW2, NE3 ","","",
"Q012019200D09","GIANFIA CORP.","'0160P","7/19/2019 1:02:15 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'"," 143 AVENUE"," 184 STREET","","","","ACTIVE","QUEENS","SW1, NW2, NE3, SE4 ","","",
"Q012019200D08","GIANFIA CORP.","'0160","7/19/2019 1:02:14 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  97 AVENUE","SUTPHIN BOULEVARD","","","","ACTIVE","QUEENS","SW1, NW2, NE3, SE4 ","","",
"Q012019200D07","GIANFIA CORP.","'0160P","7/19/2019 1:02:14 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  97 AVENUE","VAN WYCK EXPRESSWAY","","","","ACTIVE","QUEENS","SW1, NW2 ","","",
"Q012019200D06","GIANFIA CORP.","'0160","7/19/2019 1:02:13 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  87 TERRACE","LITTLE NECK PARKWAY","","","","ACTIVE","QUEENS","NE3 ","","",
"Q012019200D05","GIANFIA CORP.","'0160","7/19/2019 1:02:12 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  87 ROAD","LITTLE NECK PARKWAY","","","","ACTIVE","QUEENS","SW1, NW2, NE3, SE4 ","","",
"Q012019200D04","GIANFIA CORP.","'0160","7/19/2019 1:02:12 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  87 ROAD"," 256 STREET","","","","ACTIVE","QUEENS","SW1, NW2 ","","",
"Q012019200D03","GIANFIA CORP.","'0160","7/19/2019 1:02:11 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  86 AVENUE","LITTLE NECK PARKWAY","","","","ACTIVE","QUEENS","SW1, NW2, NE3, SE4 ","","",
"Q012019200D02","GIANFIA CORP.","'0160","7/19/2019 1:02:11 PM","7/22/2019 12:00:00 AM","10/1/2019 11:59:59 PM","'","  86 AVENUE"," 263 STREET","","","","ACTIVE","QUEENS","SW1, NE3, SE4 ","","",
